0,7.039764,2.682279,7.222737,0.000000,0.000000,0.000000,11.744759,4.292899,7.088682,16.219221,0.324265,5.380324,3.381486,1.223013,1.233167,0.000000,1.052015,2.945453,0.000000,2.675556,4.606949,0.000000,0.000000,1.738019,5.592567,0.593754,2.043774,0.0,0.000000,10.271245,0.000000,4.740445
0,5.867979,4.497615,7.780911,0.000000,0.000000,0.000000,12.654263,5.541876,7.810762,16.885353,0.263781,6.212811,4.598114,1.977486,1.553380,0.000000,1.429528,2.132234,0.000000,3.942793,5.875103,0.000000,0.000000,1.185520,5.449639,0.378089,3.187355,0.0,0.000000,10.857148,0.000000,5.267259
0,3.385248,1.510891,5.295512,0.000000,0.000000,0.510969,6.515984,4.158509,5.687952,8.485627,0.633678,3.891170,2.256393,1.918967,2.448561,0.000000,0.120794,2.486320,0.000000,1.756358,2.624132,0.000000,0.000000,1.416859,4.291664,0.000000,1.287295,0.0,0.000000,7.916391,0.000000,1.651828
0,3.762511,3.805779,6.174897,0.000000,0.000000,1.276037,8.988849,5.170975,6.525532,11.476785,1.059171,6.093080,4.891246,1.986346,4.145320,0.000000,0.000000,3.656058,0.000000,1.406434,3.639838,0.000000,0.000000,3.961969,4.250984,0.000000,0.897973,0.0,0.000000,8.378448,0.000000,1.955056
0,6.214830,2.853001,7.802059,0.000000,0.000000,0.706560,7.373523,5.209973,6.870245,13.688589,0.235670,2.800934,2.059047,3.788406,0.964217,0.000000,2.157100,3.504510,0.000000,4.399205,3.347386,0.000000,0.000000,0.000000,6.098477,1.549177,3.214964,0.0,0.000000,10.071261,0.000000,3.854601
0,6.348411,5.998410,7.788309,0.000000,0.000000,0.000000,15.995608,5.364990,6.665770,21.486452,0.964917,6.415840,7.970894,2.295007,0.342173,0.000000,4.031643,3.154547,0.000000,3.592116,7.691317,0.000000,0.000000,0.525524,7.843667,2.701228,5.848674,0.0,0.000000,10.415379,0.000000,5.489262
0,6.821088,5.751116,7.544212,0.000000,0.000000,0.584011,11.455946,5.664300,7.986016,16.221283,0.000000,4.626929,4.434824,3.988550,0.765603,0.000000,2.987545,3.339396,0.000000,4.622626,5.690017,0.000000,0.000000,0.355035,8.019197,2.227956,4.255849,0.0,0.000000,10.420400,0.000000,4.772637
0,6.961528,5.943909,7.775166,0.000000,0.000000,0.000000,18.123380,5.978303,10.021994,20.217741,0.657145,9.642386,6.593622,3.306571,1.993620,0.000000,3.512812,1.435827,0.000000,4.442300,8.289426,0.000000,0.000000,3.395265,9.814940,1.368474,4.210988,0.0,0.000000,11.741517,0.000000,6.245311
0,5.610589,3.423445,4.635712,0.000000,0.237257,0.000000,12.705239,2.731058,6.239235,12.707159,0.000000,5.404503,2.608804,1.810484,0.000000,0.000000,2.682249,0.397550,0.000000,4.296000,6.329225,0.000000,0.000000,1.813204,8.423869,1.792694,3.794455,0.0,0.000000,6.680170,0.000000,4.581434
0,6.582542,7.195571,8.405333,0.000000,0.000000,0.000000,16.109865,6.850935,8.936403,21.040564,0.091539,9.063109,6.550466,4.330623,1.580550,0.000000,4.134938,2.585783,0.000000,5.228008,8.099909,0.000000,0.000000,1.537594,10.287559,3.303346,4.923162,0.0,0.000000,12.491537,0.000000,6.144165
0,4.447959,6.920597,7.033019,0.000000,0.000000,0.000000,16.098478,4.539053,6.608818,20.352129,2.350979,7.896363,9.329482,1.768942,4.297774,0.000000,0.940603,3.018404,0.000000,3.306300,8.576013,0.000000,0.000000,2.769588,4.975804,1.053516,3.886179,0.0,0.000000,10.998582,0.000000,6.328507
0,7.477720,4.827509,10.367998,0.000000,0.000000,0.000000,13.036200,6.752584,7.988648,21.703976,1.127017,6.496863,5.415102,2.637895,2.147397,0.000000,2.556260,3.090035,0.000000,4.842292,5.707189,0.000000,0.000000,0.316770,6.316646,1.273969,4.478763,0.0,0.000000,12.922723,0.000000,6.978068
0,6.830782,6.116418,7.630576,0.000000,0.000000,0.000000,16.282337,6.226065,8.556380,21.756266,0.227218,8.212392,7.621549,3.424049,1.129614,0.000000,4.458081,2.334106,0.000000,4.828754,7.758506,0.000000,0.000000,1.006800,8.686943,2.820759,5.149999,0.0,0.000000,11.382526,0.000000,5.964257
0,5.564299,7.061687,6.918311,0.000000,0.000000,0.470891,12.167194,6.016725,7.251992,18.256477,0.252815,5.236199,7.494618,3.799616,2.075225,0.000000,2.887567,3.743801,0.000000,3.797289,6.268578,0.000000,0.000000,1.450574,6.945810,2.998375,4.095691,0.0,0.000000,8.579751,0.000000,5.028830
0,5.451501,4.114420,6.955783,0.000000,0.000000,0.000000,10.707071,5.102216,6.092166,17.058600,0.439619,5.690284,5.184163,1.932715,2.374669,0.000000,1.694092,2.875612,0.000000,3.418873,4.911800,0.000000,0.000000,0.925777,5.162719,1.228184,3.316467,0.0,0.000000,9.509712,0.000000,5.304394
0,8.502142,5.303972,11.675536,0.000000,0.000000,0.000000,15.999613,9.100682,12.159538,22.891129,0.161774,9.851256,6.427333,3.872693,4.034511,0.000000,1.665754,4.071073,0.000000,4.252371,6.326560,0.000000,0.000000,2.047463,9.305831,0.211674,3.348131,0.0,0.000000,14.833363,0.000000,7.347607
0,6.998231,8.419364,7.989637,0.000000,0.000000,0.000000,17.859566,5.935139,9.998620,19.392855,0.000000,7.660363,6.007354,2.510846,0.184750,0.000000,3.982944,0.333443,0.000000,4.219863,7.857335,0.000000,0.000000,2.783861,9.067682,1.562768,5.591783,0.0,0.000000,8.426371,0.000000,7.508635
0,5.747516,4.342795,8.032282,0.000000,0.000000,0.000000,13.734590,5.884045,8.309658,17.563830,0.825530,7.007552,5.224914,2.339188,1.892367,0.000000,1.222218,2.363551,0.000000,3.430625,6.270731,0.000000,0.000000,0.825800,6.171557,0.498815,3.220758,0.0,0.000000,11.524551,0.000000,5.762650
0,7.339187,6.551106,9.430198,0.000000,0.000000,0.000000,17.448390,6.524983,10.687471,22.292740,0.696189,10.077121,6.510599,4.266504,1.625387,0.000000,4.291221,1.945062,0.000000,5.245586,8.198095,0.000000,0.000000,3.115096,11.288855,3.626150,4.741278,0.0,0.000000,11.989854,0.000000,7.872635
0,3.724016,2.742719,8.210942,0.308903,0.000000,0.000000,8.030562,3.808393,5.675267,12.154812,1.125170,4.721259,3.347340,2.025834,3.341334,0.000000,0.550831,1.795967,0.000000,1.278143,3.889210,0.000000,0.000000,1.849022,2.327007,0.625141,2.196668,0.0,0.000000,7.658770,0.000000,6.443873
