0,0.000000,0.000000,0.0,0.0,0.000000,1.686138,1.992706,6.637184,0.000000,16.309826,6.308052,0.000000,5.005514,20.056875,1.353478,1.475586
0,0.000000,0.000000,0.0,0.0,0.000000,3.605045,2.239196,8.732550,0.000000,18.771290,6.010444,0.000000,5.191234,20.743610,0.413938,1.785879
0,0.000000,0.000000,0.0,0.0,0.000000,4.218186,1.678109,3.559446,0.000000,8.497300,0.760649,0.000000,4.742973,15.335683,2.952224,0.615862
0,3.045378,0.315210,0.0,0.0,0.638350,5.156622,0.528143,5.006212,0.112592,13.551022,0.202447,1.233082,6.336127,17.014683,3.801764,3.021359
0,0.000000,0.000000,0.0,0.0,0.000000,5.096796,3.045758,3.662241,0.000000,11.552855,5.065311,0.000000,7.364934,21.087675,0.000000,1.715563
0,0.503400,0.000000,0.0,0.0,0.000000,5.052809,2.440840,9.758969,0.237085,24.706203,14.225202,0.000000,2.105858,21.728975,0.000000,5.463326
0,0.000000,0.000000,0.0,0.0,0.000000,5.681335,2.019033,5.700169,0.000000,17.708565,8.687983,0.000000,5.509461,22.533733,0.000000,3.141819
0,2.857322,0.066469,0.0,0.0,0.000000,5.513117,0.305752,9.984773,0.000000,25.558200,10.722836,0.199207,2.230801,25.890710,0.130963,2.450299
0,0.629518,0.000000,0.0,0.0,0.000000,1.740349,0.835866,5.025933,0.000000,15.378042,10.315607,0.000000,0.026511,16.960165,0.000000,0.731842
0,1.648536,0.000000,0.0,0.0,0.000000,7.543558,1.115493,9.140974,0.000000,25.775965,11.438691,0.000000,4.559825,26.156975,0.000000,3.082235
0,5.352605,0.000000,0.0,0.0,0.000000,4.028844,4.299641,12.298680,3.386941,23.965233,9.705904,0.000000,5.235097,18.835295,0.296286,6.931804
0,0.000000,0.000000,0.0,0.0,0.000000,5.367336,4.019644,10.034674,1.166608,21.840508,7.873468,0.000000,7.871969,24.959188,0.000000,2.897386
0,0.932938,0.000000,0.0,0.0,0.000000,6.168406,1.504975,9.513782,0.000000,25.805069,12.446745,0.000000,2.677774,24.973993,0.000000,3.895061
0,1.237902,0.158589,0.0,0.0,0.000000,6.042268,1.162823,6.462473,0.226828,21.635260,9.110668,0.000000,5.468623,20.096516,0.000000,5.296356
0,0.000000,0.000000,0.0,0.0,0.000000,3.923588,2.480765,7.456705,1.040198,18.033115,6.404890,0.000000,5.769873,18.793356,0.000000,2.983935
0,0.000000,0.000000,0.0,0.0,0.000000,7.615089,1.223999,10.383704,0.000000,25.990932,4.648692,0.000000,8.717891,31.599897,2.028920,0.779330
0,1.015588,0.087602,0.0,0.0,0.000000,4.336479,0.000000,10.108707,0.000000,27.157236,11.244560,0.000000,1.271546,21.495090,0.000000,1.950087
0,0.000000,0.000000,0.0,0.0,0.000000,4.460815,2.396735,9.616483,0.000000,20.005856,6.412858,0.000000,4.848713,21.858791,0.581512,1.685701
0,1.991708,1.248477,0.0,0.0,0.000000,6.978339,0.636332,9.662718,0.000000,27.827185,11.395667,0.000000,4.322542,27.554730,0.000000,1.651364
0,0.000000,2.210600,0.0,0.0,0.000000,3.661108,2.261896,8.318630,2.353651,14.228781,1.665262,0.000000,6.784231,13.569395,1.382480,0.957062
0,0.000000,0.000000,0.0,0.0,0.000000,5.303683,2.350982,10.765475,0.000000,28.818998,12.296734,0.000000,5.508784,30.223513,0.000000,1.886822
0,1.664373,0.000000,0.0,0.0,0.000000,6.836488,1.063610,11.102151,0.000000,27.293983,9.124070,0.000000,4.125152,25.528650,0.000000,2.424107
