0,<b>,0.0,0.0,0.50625664,2.4036355,2.8750803,2.241367,0.0,3.0601506,2.462814,2.3670835,1.3493913,3.4328444,2.9626071,2.5764883,2.542089,2.8818216,1.2929058,2.98515,0.7328309,2.2799523,7.725591,0.34553844,0.0,3.924082,0.0,2.100964,0.0,0.0,1.6860298,0.0,3.4500284,5.005084,3.5800445,0.0,2.8975058,4.583571,0.5126059,3.8799205,0.0,3.4597187,8.98979,0.0,6.0572724,2.9540854,0.0,1.1593715,0.4683633,1.9966199,0.0,0.076567724,0.0,0.04388244,4.1766367,2.9456413,3.9777684,0.0,5.2008367,1.8430827,3.262881,1.4281346,1.7568393,2.528211,1.6646737,4.1473794,</b>,<b>,9.938427,0.15566267,11.370044,2.65839,2.4347472,0.0,16.466562,3.5165565,7.831983,23.978735,3.2134283,7.174698,8.888745,1.9054441,6.211842,0.0,4.456916,3.1677184,0.0,2.7578924,5.7079015,0.0,1.5118089,1.9341621,5.512853,0.0,7.448216,0.0,0.0,10.944068,0.0,10.009954,</b>,<b>,0.0,7.4530787,0.0,0.0,0.0,5.9289155,5.9880686,14.446353,10.402049,24.27363,13.230075,2.428172,2.051299,26.468163,2.4093196,4.155245,</b>
0,<b>,0.82254076,0.0,1.9259969,0.53129596,1.0480795,2.3096564,0.0,4.049249,2.8893933,2.1744046,0.0,1.4234023,2.735228,1.484864,0.0,1.0166535,0.77350736,1.812552,1.4958303,0.0,7.9924674,0.26185042,0.0,1.6225612,1.1611218,2.0040805,2.484813,0.0,0.1959703,0.0,2.159306,2.383657,1.973338,0.0,0.32048067,3.4771163,0.0,3.57202,0.0,2.5324469,5.5263095,0.0,3.9282646,3.8270712,0.0,1.6029917,2.029937,3.6197217,0.0,0.0,0.0,0.13297124,1.0036298,3.3549871,1.6459969,0.0,3.336049,0.0,2.975206,1.9256594,1.2282149,2.8362367,0.853912,3.9198968,</b>,<b>,3.4925208,6.7014456,7.664692,0.0,0.0,0.0,10.299993,5.858004,5.7824063,18.184238,0.0064891456,7.390044,5.6250134,1.1326168,3.2519188,0.0,1.074583,2.9572458,0.0,2.9174128,5.0090733,0.0,0.0,2.5048895,5.4140854,3.6393766,2.3618312,0.0,0.0,8.263284,0.0,7.4263997,</b>,<b>,3.7694333,1.0587205,0.0,0.0,0.0,4.29211,0.9023726,7.8968477,0.42070156,22.716398,4.074093,0.0,8.832301,15.427637,0.0,1.764627,</b>
0,<b>,1.8217362,0.0,0.0,3.7539155,2.54678,1.8834141,0.6799056,3.684827,1.918179,2.227848,0.0,1.9400327,1.3422058,1.7083855,0.9190834,2.0692434,0.714619,0.78484976,0.86107683,0.45857394,6.5584564,0.0,0.0,1.9323274,0.0,2.5501108,0.9765861,0.0,0.0,0.0,1.1372457,4.4397936,0.0,0.0,1.1643891,3.83999,0.39935032,0.6133764,0.0,2.7758598,4.2082586,0.32888755,3.5356183,3.719126,0.14707515,1.8232087,0.72666466,2.5628223,0.0,0.45359707,0.0,0.80095845,2.6006896,0.6868356,1.5968957,0.49975228,3.6387978,1.4682958,1.6427187,1.6435995,0.0,0.9713168,1.0765661,3.893102,</b>,<b>,5.5669646,3.8047724,4.544067,0.0,2.9435635,0.0,10.587185,3.169913,3.3220222,16.484365,0.4748507,5.22151,8.14473,2.4791584,2.8912773,1.9158444,4.7612762,4.483041,0.0,0.41997474,4.854674,0.5805548,0.0,1.0922303,6.358755,3.2780938,4.3779507,0.0,0.0,6.055959,0.0,3.0442305,</b>,<b>,3.0245209,3.7956977,0.0,0.0,0.0,7.4441733,0.0,4.045692,0.34969056,17.501888,13.215345,0.0,0.82457834,15.491983,0.0,5.5535874,</b>
0,<b>,3.6350095,0.0,1.481898,0.4126516,4.9428954,1.1156282,0.0,4.1773496,2.181933,1.5779914,0.548089,1.8161783,3.3298156,2.184652,2.4356256,1.5843787,0.0,3.1185746,1.0182561,1.4331139,6.3586545,0.90507543,0.0,0.8765819,0.6849201,2.9312983,2.1143794,0.0,2.72528,0.0,3.1568203,2.781479,0.062017698,0.0,1.3367898,2.0810473,0.26249123,2.6885953,0.0,2.982902,5.053192,0.24279062,3.8777936,3.1540952,0.0,3.082386,0.37642348,3.1402104,0.0,0.0,0.0,0.0,1.3087028,2.9334774,1.418558,0.0,3.590559,1.0559944,2.6851308,2.273492,1.4139097,0.0,3.763851,3.1408541,</b>,<b>,3.4103403,4.647962,9.014913,1.6014386,3.0879629,0.0,9.08563,5.0339236,4.573113,16.351143,0.0,9.92911,5.5907693,0.0,7.541711,2.3345625,2.5005848,5.920096,0.0,0.0,2.889463,0.0,0.24709812,6.2998633,8.003893,5.6352696,0.27396524,0.0,0.0,7.501157,0.0,6.7338743,</b>,<b>,9.569482,8.039313,0.0,0.0,0.0,8.482685,0.0,4.396372,0.0,21.6195,3.058985,2.6726184,10.535024,15.742262,1.3662186,0.0,</b>
3,<b>,0.24474996,1.0063629,0.0,3.619094,1.8410766,2.4136205,0.0,4.1244297,3.6045873,2.6363153,0.0,3.3902411,2.9326553,1.6932248,0.8122439,2.8675404,2.1329827,0.8147975,1.5262626,1.0268099,8.416138,0.0,0.0,3.9533827,0.0,2.118296,0.0,0.0,0.0,0.0,2.5296853,3.8852475,3.1909254,0.0,1.3527657,4.561427,0.4070362,2.0905693,0.0,3.1811194,6.3353906,0.0,3.992605,4.088565,0.0,1.7721044,0.71442777,2.6595268,0.0,0.8396029,0.0,3.0098593,3.717184,0.0,0.93664294,0.0,5.0105233,2.109018,2.4915957,3.0119922,1.819645,1.6010619,0.67682445,3.9630394,</b>,<b>,7.551334,5.2251835,6.4353485,0.22811589,1.4948255,0.0,16.312756,1.0177038,3.405801,22.214764,1.3895646,3.0345697,11.119836,2.7651908,4.3730097,0.0,4.83944,4.698651,0.0,1.4933262,8.66977,0.0,0.0,0.07422109,4.2824836,2.0865147,9.2154255,0.0,0.0,6.7983923,0.0,7.8963127,</b>,<b>,1.2066782,4.7943764,0.0,0.0,0.0,3.3384323,5.2556705,11.224457,8.233191,22.890036,20.789421,0.0,0.38505054,16.310564,0.0,12.072558,</b>
3,<b>,0.2693726,0.0,0.0,1.3300525,2.138127,1.2009342,1.6649239,3.5727613,1.9538237,0.6193933,0.0,1.7296588,2.1771057,0.26657656,0.0,0.9932136,1.6610115,2.40081,0.610465,0.59989023,5.821526,0.0,0.0,3.2022476,2.794411,0.57690704,1.9016919,0.0,0.7564479,0.0,3.2028143,2.6859038,0.81474715,0.0,1.9817189,3.2490933,0.0,0.069935754,0.0,1.4422195,6.3764324,0.0,1.9408795,2.6527162,0.0,1.8910677,0.0,3.4194903,0.0,1.1117313,0.0,0.0,1.7408547,1.6178132,0.96288645,0.0,3.6244276,1.2540606,2.4300017,3.9467366,1.2279868,1.4231468,0.8325597,1.646464,</b>,<b>,2.099587,6.043592,4.3009696,1.8728892,2.083435,0.0,12.092129,1.0284427,2.8130286,14.477087,0.3773067,6.0247173,7.8044863,1.2801251,5.0402575,0.18288404,3.9391928,1.7746004,0.0,0.0,5.9544377,0.0,0.0,4.991633,2.1696823,2.8909986,3.4934952,0.0,0.0,3.983161,0.0,5.6294026,</b>,<b>,9.230795,6.6106553,0.0,0.0,0.55954593,4.1057496,0.0,9.181105,6.0030103,20.795298,10.721642,1.6152103,1.3186098,8.198946,0.0,5.7157574,</b>
3,<b>,0.49562025,1.3926445,0.119584575,2.3177214,1.8875234,0.23286936,0.0,1.7471249,1.3820983,1.1360471,1.1980731,2.1844518,0.5605326,1.3709551,4.523294,3.0996304,1.2089947,0.6391242,0.36167786,1.8695209,5.74278,0.84461266,0.0,2.6484332,0.28009334,1.2777673,0.12068792,0.0,1.6540442,0.0,1.7167078,3.3345683,2.7221491,0.0,1.6226372,2.8596017,0.8185218,1.399398,0.0,2.0004416,4.4491096,0.0,2.851541,1.5998478,0.0,1.6399062,1.1376239,0.7857184,0.0,0.0,0.0,0.027999474,2.2561336,0.0,2.2892294,0.5582355,4.8011804,1.0555079,3.9044414,2.4664056,2.7027292,0.0,0.57962096,1.5369586,</b>,<b>,6.614322,0.0,6.1617,2.0451217,4.4032745,0.0,12.057808,0.0,1.0271921,14.91705,2.2987497,2.6795025,5.6466274,0.33854932,5.7426147,0.5796038,5.475623,1.0163339,0.0,2.0995,4.9123154,0.0,0.19808805,0.8182529,2.6966586,1.55042,7.229758,0.0,0.0,6.0575666,1.6594014,7.8804026,</b>,<b>,0.0,7.9989114,0.0,0.0,0.0,3.4856567,5.7196703,9.659367,10.884713,12.984242,15.956714,0.24480063,0.078878015,14.136323,1.1012299,4.799478,</b>
3,<b>,1.2438695,0.0,0.0,2.9515078,2.858877,0.0,0.0,3.6758032,0.80652547,2.7598953,2.9107578,4.232874,4.2099795,5.188491,1.5426754,2.8460352,0.53575563,0.84446806,1.5998632,1.4936862,6.9942045,2.4908748,0.0,3.6497798,1.3558662,0.7470974,0.0,0.0,1.7384406,0.99155384,3.4631429,3.0073748,2.3325772,0.0,1.3247923,0.8831085,1.2583326,1.2215,0.0,0.96700746,4.0479574,0.0,1.4146563,0.8402099,0.0,2.2529788,1.1771792,2.448914,0.0,1.6824926,0.0,0.6858675,3.2378476,0.0,0.56715,0.39639437,3.729807,2.4951987,3.2317247,3.825754,4.530993,1.8483717,2.4026723,0.8529447,</b>,<b>,7.021007,6.0317845,9.43901,7.157232,5.471449,0.0,6.76639,0.0,1.9962796,16.807304,0.057612617,0.17922181,5.79283,1.4059379,9.485116,2.8468387,4.363923,6.566166,0.0,1.9092762,2.5173304,0.0,0.3974351,5.2119927,1.3289135,5.0214553,6.053736,0.0,0.0,3.8454661,0.0,11.469534,</b>,<b>,3.0344267,15.434163,0.0,0.0,0.0,5.766648,2.5155249,7.1287766,12.522697,17.266071,12.355602,0.0,12.335857,9.692386,0.9613563,4.604327,</b>
3,<b>,1.3600818,1.0976814,0.0,4.013467,3.3543718,0.0,0.0,4.966061,2.4999483,2.853167,2.4428709,3.9574945,4.8845096,5.2552366,2.0721867,4.0287075,1.2660975,1.3406061,2.2290359,2.5682428,10.460744,1.6901757,0.0,3.5843818,0.9704424,1.7381916,0.0,0.0,1.3696661,0.26175392,4.2302623,4.9955816,3.9739683,0.0,1.7960831,2.7784674,0.65293235,2.0571985,0.0,2.5248027,6.5120697,0.0,3.1908948,2.5282497,0.0,2.6388667,1.5568712,4.0135584,0.0,1.1741663,0.0,1.138603,4.25158,0.0,1.4956739,1.1319042,4.8617043,2.4865654,4.352368,5.008826,4.570316,1.819968,1.8787745,3.0738838,</b>,<b>,8.949257,7.2886057,10.063115,5.7052846,5.378144,0.0,13.804505,0.0,2.8496912,24.209919,1.1064076,1.754471,10.469267,2.2093976,10.231674,1.7112657,5.2766385,7.8789916,0.0,2.4124012,7.9724975,0.0,0.0,5.2862387,3.9833496,5.7265134,9.259569,0.0,0.0,6.8028865,0.0,13.3108635,</b>,<b>,5.0660315,14.80562,0.0,0.0,0.0,5.233036,5.596168,10.982589,13.975845,24.437464,21.498856,0.0,10.217478,15.46507,0.5169242,10.673997,</b>
3,<b>,1.7330055,0.031423025,0.0,4.0559745,2.5349598,0.8512052,0.0,4.196166,2.746881,2.49581,0.16497526,3.179037,2.8135633,3.2231042,0.82699937,2.4357166,1.2567949,0.55802226,1.4906762,1.319671,6.690515,0.8257462,0.0,3.4622223,0.95723784,1.4819741,0.41596845,0.0,0.7957015,1.169545,2.5121036,3.850488,1.6698229,0.0,0.13068956,1.295669,1.2236953,0.35511875,0.0,1.2070814,4.0323224,0.0,1.4345196,2.5262315,0.0,3.1002574,0.09937577,2.7478323,0.0,1.2881181,0.0,1.6287489,2.3712058,0.0,0.8938068,1.0742087,3.039039,2.0383918,2.2829154,3.6347077,2.9709542,0.8805601,2.0124462,2.2917814,</b>,<b>,4.6884007,7.911263,6.5745015,2.654599,4.7194796,0.0,9.765559,0.24920551,1.1386023,15.652809,0.0,1.6689649,8.229577,2.4503775,6.2212176,3.4934502,5.604612,7.0429225,0.0,0.16451496,5.028765,0.8111121,0.0,1.9099369,2.9828827,4.719778,6.36232,0.0,0.0,3.2837622,0.0,7.4701614,</b>,<b>,4.1409864,9.793903,0.0,0.0,0.0,7.619177,0.7020781,6.1185913,5.009305,17.952688,15.826499,0.0,6.507184,8.1697445,0.0,7.9062467,</b>
