0,0.002324,1.014618,0.756943,2.109642,4.671629,0.710728,3.907493,4.661928,2.872975,0.000000,0.0,0.000000,3.990564,0.0,1.459130,4.656827,0.000000,0.965719,0.000000,0.104922,1.052775,3.991701,1.636658,0.000000,0.072707,0.818893,1.254468,1.257402,1.472303,1.218022,0.000000,1.596157,3.375590,2.809050,1.880490,2.923683,5.047379,0.000000,2.159101,1.832043,0.0,0.000000,3.040403,0.652133,2.403789,1.680817,0.000000,2.364399,3.244449,0.0,0.277850,0.698567,6.202484,1.420658,0.000000,2.197583,0.044710,3.492197,0.000000,0.000000,0.262019,0.080635,2.068447,0.000000
0,0.000000,0.550193,0.800322,2.749791,3.771169,1.440905,3.098810,4.809754,2.985858,0.000000,0.0,0.581211,3.171173,0.0,3.022863,2.715553,0.000000,0.680975,0.793477,0.484615,0.667168,3.205496,1.510686,0.000000,0.000000,2.364290,0.000000,0.979459,0.418958,1.560213,0.000000,1.820462,2.072613,1.015589,2.440275,1.974542,3.539294,0.000000,0.637340,0.413127,0.0,0.000000,1.948751,0.145126,3.094826,0.686503,0.270935,2.909496,2.749171,0.0,0.834437,2.202167,3.599358,1.966622,0.605956,2.941212,2.106574,2.823665,0.918900,2.077490,2.427304,0.000000,2.280812,0.521896
2,0.577028,1.716929,0.134924,2.520055,2.423866,1.968503,2.838080,2.507514,3.998418,1.073776,0.0,2.158184,3.513968,0.0,3.473236,0.000000,0.000000,0.052411,1.659321,1.425615,0.281915,1.316200,1.210187,1.929710,0.000000,1.577286,2.392806,0.757435,0.000000,2.340490,0.000000,3.428630,0.000000,0.706806,2.147721,1.633524,2.028032,0.000000,1.782117,0.818166,0.0,0.817668,0.099464,3.195760,4.621769,0.343191,0.000000,4.223019,3.459903,0.0,1.405026,1.684542,3.464145,1.274387,2.106273,1.248336,1.659086,0.542487,1.018540,1.423249,4.472089,0.000000,0.820825,2.074664
2,1.085806,2.224595,0.000000,1.402289,2.623889,2.261488,2.449269,0.658227,2.098121,2.467382,0.0,2.246926,1.854220,0.0,2.493212,0.656552,0.000000,0.610323,1.911791,0.000000,0.146775,1.824682,2.148708,2.870748,0.736214,0.204248,2.886209,1.441119,1.100220,1.981491,0.000000,2.489109,0.000000,1.077221,1.042270,1.637065,1.352914,0.000000,3.168024,0.413334,0.0,0.227320,0.710489,4.251905,4.070335,0.607199,0.000000,3.242977,3.041541,0.0,0.937339,0.790819,3.259936,0.127112,1.113761,0.444139,1.555958,0.392526,0.193303,0.000000,3.004787,0.000000,0.000000,1.483068
3,0.000000,2.108115,0.000000,2.497375,2.088345,4.732945,1.716706,1.829082,4.196443,0.156370,0.0,2.642129,0.641362,0.0,3.885932,0.290822,0.000000,0.000000,2.611279,2.190948,0.901441,4.016156,0.000000,2.817477,0.000000,1.290729,3.727067,1.790088,0.136123,0.000000,0.000000,0.000000,0.000000,0.000000,2.125368,1.564697,2.318569,0.000000,2.986030,0.006594,0.0,1.472063,1.129069,2.755047,3.167407,1.792774,0.834814,4.838679,4.942108,0.0,0.000000,1.531588,2.749929,0.586794,0.122681,1.536576,3.376874,0.886606,2.375263,0.000000,2.472307,0.000000,2.081688,2.387181
3,0.000000,1.839284,0.000000,3.053671,2.621676,5.150574,2.283624,3.754827,6.501624,0.000000,0.0,2.216190,3.471195,0.0,5.748573,0.858399,0.000000,0.949116,0.000000,4.808977,0.258029,2.654205,0.000000,1.055700,0.000000,0.626178,3.646555,0.889480,0.000000,1.287878,0.000000,1.943528,0.643427,0.461436,1.911438,1.508449,5.093170,0.000000,2.306715,1.199578,0.0,2.795165,1.109807,1.807904,3.622374,0.785731,0.000000,6.337798,3.823014,0.0,0.902784,1.278565,5.387406,1.945854,0.000000,0.993122,1.339206,1.602632,3.300196,0.192769,3.708464,0.000000,3.707442,2.509736
3,0.361047,0.464127,0.402680,2.609142,3.323766,1.934510,2.767338,3.362134,3.761928,0.929218,0.0,2.148267,2.992215,0.0,3.193381,2.504509,0.000000,0.117646,0.648259,0.400065,0.299212,1.535904,1.634388,0.570673,0.089214,0.000000,2.688980,0.000000,0.000000,1.478055,0.000000,2.673801,0.818123,2.850765,0.740830,2.171192,3.827432,0.000000,1.393741,1.454652,0.0,0.483934,0.582285,2.971609,3.263932,0.000000,0.000000,3.937064,3.594998,0.0,0.093576,0.655297,4.408124,1.452407,1.317031,1.210798,0.247061,0.198069,0.558774,0.000000,2.370655,0.000000,1.670652,1.342549
4,0.804970,2.392625,0.773261,0.739507,1.057584,1.533451,1.935173,2.074782,1.375264,1.616945,0.0,1.174300,3.326435,0.0,2.864110,1.060900,0.000000,1.457191,0.088199,0.000000,0.000000,0.680544,1.505403,2.207088,0.000000,0.238670,1.916121,1.056676,0.679595,3.262789,0.000000,3.678302,0.000000,1.039236,1.086180,0.685909,1.674277,0.000000,3.222749,0.281569,0.0,0.850755,0.861549,3.978967,3.947210,0.000000,0.000000,3.316120,4.071312,0.0,1.951963,0.762320,2.810508,0.605408,1.212251,0.561989,2.479394,0.914986,0.318120,0.660533,3.272046,0.239999,0.719061,1.372780
4,0.002084,2.054487,0.650532,2.353337,3.506606,2.497843,4.606262,2.489381,2.369493,1.918162,0.0,0.991430,3.765346,0.0,2.325809,3.215408,0.000000,1.949288,0.682361,0.000000,1.166653,4.346841,1.899551,2.448687,1.461866,0.563665,2.284845,0.896159,1.744227,3.099863,0.000000,2.923205,1.786053,2.711545,2.790764,2.521734,3.988638,0.000000,3.032984,0.923097,0.0,0.000000,2.625277,3.526892,5.277602,1.970770,0.000000,2.952105,5.132607,0.0,0.038421,0.508141,4.334840,1.990267,0.163999,1.673857,2.794159,2.062859,0.000000,0.000000,1.803534,0.000000,1.427220,0.300625
4,0.262688,2.976363,0.655555,1.290624,2.405381,3.116972,2.544620,1.240663,1.070070,1.808267,0.0,1.689249,2.821850,0.0,2.186854,1.130671,0.000000,1.787413,0.124298,0.000000,0.714049,3.927656,1.745978,3.149394,1.203259,0.808662,2.370477,2.615162,1.053807,2.753128,0.000000,2.047452,1.207622,2.547081,2.301394,1.341803,2.143921,0.000000,5.117209,0.000000,0.0,0.000000,1.818006,3.674238,2.654537,2.011003,0.081944,2.444191,3.737749,0.0,0.236262,0.566527,3.990807,0.000000,0.539027,1.675276,2.413553,1.883092,0.000000,0.000000,1.037566,0.000000,1.546742,0.151379
