0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
0,0.0,0.0,0.50625664,2.4036355,2.8750803,2.241367,0.0,3.0601506,2.462814,2.3670835,1.3493913,3.4328443999999996,2.9626071,2.5764883,2.542089,2.8818216,1.2929058,2.98515,0.7328309000000001,2.2799522999999997,7.7255910000000005,0.34553844,0.0,3.924082,0.0,2.100964,0.0,0.0,1.6860297999999998,0.0,3.4500284,5.005084,3.5800445,0.0,2.8975058,4.583571,0.5126059000000001,3.8799205000000003,0.0,3.4597187000000007,8.98979,0.0,6.0572724000000004,2.9540854,0.0,1.1593715,0.4683633,1.9966199,0.0,0.076567724,0.0,0.04388244,4.1766366999999995,2.9456412999999997,3.9777684,0.0,5.2008367,1.8430827,3.262881,1.4281346000000001,1.7568393,2.528211,1.6646737,4.1473794,9.938427,0.15566267,11.370044,2.6583900000000003,2.4347472000000003,0.0,16.466562,3.5165565,7.831983,23.978735,3.2134283,7.174697999999999,8.888745,1.9054441000000002,6.211842,0.0,4.4569160000000005,3.1677183999999996,0.0,2.7578924,5.7079015,0.0,1.5118089,1.9341621,5.512853,0.0,7.448216,0.0,0.0,10.944068,0.0,10.009953999999999,0.0,7.4530787,0.0,0.0,0.0,5.9289155,5.988068599999999,14.446353,10.402049,24.273629999999997,13.230075,2.428172,2.051299,26.468163,2.4093196,4.155245
0,0.82254076,0.0,1.9259968999999997,0.53129596,1.0480795,2.3096563999999997,0.0,4.049249,2.8893932999999996,2.1744046000000004,0.0,1.4234023,2.7352279999999998,1.484864,0.0,1.0166534999999999,0.77350736,1.812552,1.4958303,0.0,7.9924674,0.26185042,0.0,1.6225611999999998,1.1611218,2.0040805,2.484813,0.0,0.1959703,0.0,2.159306,2.383657,1.973338,0.0,0.32048067,3.4771163,0.0,3.5720199999999998,0.0,2.5324468999999996,5.5263095,0.0,3.9282646,3.8270712,0.0,1.6029917,2.029937,3.6197217000000004,0.0,0.0,0.0,0.13297124,1.0036298000000001,3.3549870999999998,1.6459968999999997,0.0,3.3360489999999996,0.0,2.975206,1.9256593999999998,1.2282149,2.8362367,0.8539120000000001,3.9198968,3.4925208,6.701445599999999,7.664692,0.0,0.0,0.0,10.299992999999999,5.858004,5.7824063,18.184238,0.0064891456,7.3900440000000005,5.6250134,1.1326167999999999,3.2519188,0.0,1.074583,2.9572458,0.0,2.9174127999999997,5.0090733,0.0,0.0,2.5048895,5.4140854,3.6393766000000003,2.3618312,0.0,0.0,8.263284,0.0,7.4263997,3.7694332999999998,1.0587205,0.0,0.0,0.0,4.29211,0.9023726000000001,7.8968476999999995,0.42070156,22.716398,4.074093,0.0,8.832301,15.427636999999999,0.0,1.764627
0,1.8217362000000001,0.0,0.0,3.7539154999999997,2.54678,1.8834141,0.6799056,3.684827,1.918179,2.227848,0.0,1.9400327000000002,1.3422058000000001,1.7083855,0.9190834000000001,2.0692434,0.714619,0.78484976,0.86107683,0.45857394,6.5584564,0.0,0.0,1.9323273999999997,0.0,2.5501107999999997,0.9765860999999999,0.0,0.0,0.0,1.1372457,4.4397936,0.0,0.0,1.1643891000000002,3.8399900000000002,0.39935032,0.6133764,0.0,2.7758597999999997,4.2082586,0.32888755,3.5356183,3.719126,0.14707515,1.8232087,0.72666466,2.5628222999999997,0.0,0.45359707,0.0,0.80095845,2.6006896,0.6868356,1.5968957000000001,0.49975228,3.6387977999999994,1.4682958000000002,1.6427186999999999,1.6435994999999999,0.0,0.9713168,1.0765661,3.893102,5.5669645999999995,3.8047724,4.544067,0.0,2.9435634999999998,0.0,10.587185,3.169913,3.3220222,16.484365,0.47485070000000007,5.221509999999999,8.144730000000001,2.4791583999999998,2.8912772999999996,1.9158444,4.7612762,4.483041,0.0,0.41997474,4.854674,0.5805548,0.0,1.0922303,6.358755,3.2780937999999993,4.3779507,0.0,0.0,6.055959,0.0,3.0442305,3.0245208999999997,3.7956977,0.0,0.0,0.0,7.444173299999999,0.0,4.045692,0.34969056,17.501888,13.215345000000001,0.0,0.82457834,15.491983,0.0,5.5535874000000005
0,3.6350095000000002,0.0,1.481898,0.41265159999999995,4.9428954,1.1156282,0.0,4.1773496,2.1819330000000003,1.5779914,0.548089,1.8161783,3.3298156000000003,2.1846520000000003,2.4356256000000003,1.5843787,0.0,3.1185746,1.0182560999999999,1.4331139,6.3586545,0.90507543,0.0,0.8765818999999999,0.6849201,2.9312982999999995,2.1143794,0.0,2.72528,0.0,3.1568202999999997,2.781479,0.062017697999999996,0.0,1.3367898,2.0810473000000003,0.26249123,2.6885953,0.0,2.982902,5.053192,0.24279062,3.8777936,3.1540952,0.0,3.082386,0.37642348,3.1402104,0.0,0.0,0.0,0.0,1.3087028,2.9334773999999997,1.418558,0.0,3.590559,1.0559943999999999,2.6851307999999996,2.2734919999999996,1.4139097,0.0,3.7638510000000003,3.1408541000000003,3.4103402999999997,4.647962000000001,9.014913,1.6014386,3.0879629,0.0,9.08563,5.0339236,4.573112999999999,16.351143,0.0,9.929110000000001,5.5907693,0.0,7.541711,2.3345625,2.5005848,5.920096,0.0,0.0,2.889463,0.0,0.24709812,6.2998633,8.003893,5.6352696,0.27396524,0.0,0.0,7.501157000000001,0.0,6.7338743,9.569482,8.039313,0.0,0.0,0.0,8.482685,0.0,4.396372,0.0,21.6195,3.058985,2.6726183999999997,10.535024,15.742262,1.3662186,0.0
3,0.24474996,1.0063629,0.0,3.619094,1.8410766,2.4136205000000004,0.0,4.1244297,3.6045873,2.6363152999999997,0.0,3.3902411,2.9326553,1.6932247999999999,0.8122439,2.8675403999999998,2.1329827,0.8147975000000001,1.5262626,1.0268099,8.416138,0.0,0.0,3.9533827000000006,0.0,2.118296,0.0,0.0,0.0,0.0,2.5296853,3.8852474999999997,3.1909254000000002,0.0,1.3527657,4.561427,0.4070362,2.0905693,0.0,3.1811194,6.335390599999999,0.0,3.992605,4.088565,0.0,1.7721044,0.71442777,2.6595267999999996,0.0,0.8396029,0.0,3.0098592999999996,3.7171839999999996,0.0,0.93664294,0.0,5.0105233,2.109018,2.4915957000000004,3.0119922000000003,1.8196450000000002,1.6010619,0.67682445,3.9630394,7.551334,5.2251835,6.4353485,0.22811589,1.4948255,0.0,16.312756,1.0177038,3.4058010000000003,22.214764000000002,1.3895646000000001,3.0345697,11.119836,2.7651908,4.3730097,0.0,4.83944,4.698651,0.0,1.4933261999999998,8.66977,0.0,0.0,0.07422109,4.2824836,2.0865147,9.2154255,0.0,0.0,6.7983923,0.0,7.896312700000001,1.2066782,4.7943764,0.0,0.0,0.0,3.3384322999999996,5.2556705,11.224457000000001,8.233191,22.890036,20.789421,0.0,0.38505054,16.310564000000003,0.0,12.072558
3,0.26937259999999996,0.0,0.0,1.3300524999999999,2.138127,1.2009341999999998,1.6649238999999998,3.5727613,1.9538237,0.6193933,0.0,1.7296588,2.1771057000000003,0.26657656,0.0,0.9932136,1.6610115,2.40081,0.6104649999999999,0.59989023,5.821526,0.0,0.0,3.2022476,2.794411,0.57690704,1.9016918999999999,0.0,0.7564479000000001,0.0,3.2028142999999996,2.6859037999999997,0.81474715,0.0,1.9817189,3.2490932999999997,0.0,0.069935754,0.0,1.4422195,6.3764324,0.0,1.9408794999999999,2.6527162,0.0,1.8910677,0.0,3.4194902999999996,0.0,1.1117313,0.0,0.0,1.7408546999999999,1.6178132,0.96288645,0.0,3.6244275999999997,1.2540606,2.4300017000000005,3.9467366000000004,1.2279868,1.4231468,0.8325597,1.646464,2.099587,6.043591999999999,4.300969599999999,1.8728892,2.0834349999999997,0.0,12.092129,1.0284427,2.8130286,14.477087,0.3773067,6.0247173,7.8044863,1.2801251,5.0402575,0.18288404,3.9391928,1.7746004000000002,0.0,0.0,5.9544377,0.0,0.0,4.991633,2.1696823,2.8909986,3.4934952000000004,0.0,0.0,3.983161,0.0,5.6294026,9.230795,6.6106553,0.0,0.0,0.55954593,4.1057496,0.0,9.181105,6.0030103,20.795298000000003,10.721642,1.6152103,1.3186098,8.198946000000001,0.0,5.7157574
3,0.49562025,1.3926445,0.119584575,2.3177214,1.8875234,0.23286936,0.0,1.7471249,1.3820983,1.1360471,1.1980731000000002,2.1844517999999997,0.5605326,1.3709551000000002,4.523294,3.0996304,1.2089947,0.6391241999999999,0.36167786,1.8695209,5.742780000000001,0.84461266,0.0,2.6484332000000004,0.28009334,1.2777673,0.12068792,0.0,1.6540442,0.0,1.7167078000000002,3.3345683,2.7221491,0.0,1.6226372,2.8596017000000002,0.8185218000000001,1.399398,0.0,2.0004416000000003,4.4491096,0.0,2.851541,1.5998478,0.0,1.6399061999999998,1.1376239,0.7857184,0.0,0.0,0.0,0.027999474,2.2561336,0.0,2.2892294,0.5582355,4.801180400000001,1.0555079,3.9044413999999996,2.4664056,2.7027292000000003,0.0,0.57962096,1.5369586000000002,6.6143220000000005,0.0,6.1617,2.0451217,4.4032745,0.0,12.057808,0.0,1.0271921,14.91705,2.2987497,2.6795025000000003,5.646627400000001,0.33854932,5.742614700000001,0.5796038,5.475623000000001,1.0163339,0.0,2.0995,4.912315400000001,0.0,0.19808805,0.8182529000000001,2.6966586,1.5504200000000001,7.229758,0.0,0.0,6.0575665999999995,1.6594014,7.8804026,0.0,7.9989114,0.0,0.0,0.0,3.4856567000000003,5.7196703,9.659367,10.884713,12.984242,15.956714000000002,0.24480063,0.078878015,14.136323,1.1012298999999999,4.799478
3,1.2438695,0.0,0.0,2.9515078,2.858877,0.0,0.0,3.6758032,0.80652547,2.7598952999999997,2.9107578,4.232874,4.2099795,5.188491,1.5426753999999998,2.8460352,0.53575563,0.84446806,1.5998632,1.4936862,6.9942044999999995,2.4908748,0.0,3.6497797999999997,1.3558662000000001,0.7470974,0.0,0.0,1.7384406000000003,0.99155384,3.4631429,3.0073748,2.3325772000000002,0.0,1.3247923000000001,0.8831085,1.2583326000000001,1.2215,0.0,0.96700746,4.0479574000000005,0.0,1.4146563,0.8402099000000001,0.0,2.2529787999999997,1.1771791999999999,2.448914,0.0,1.6824926,0.0,0.6858675,3.2378476000000003,0.0,0.56715,0.39639437,3.729807,2.4951987,3.2317247000000004,3.825754,4.530993,1.8483717,2.4026723,0.8529447,7.021007000000001,6.0317845000000005,9.439010000000001,7.1572320000000005,5.471449,0.0,6.7663899999999995,0.0,1.9962796000000003,16.807304000000002,0.057612617000000005,0.17922181,5.79283,1.4059378999999999,9.485116,2.8468387,4.363923000000001,6.566166,0.0,1.9092761999999999,2.5173304,0.0,0.3974351,5.211992700000001,1.3289135,5.0214553,6.053736,0.0,0.0,3.8454661,0.0,11.469534,3.0344267000000005,15.434163,0.0,0.0,0.0,5.766648,2.5155249,7.1287766,12.522697,17.266071,12.355602000000001,0.0,12.335857,9.692386,0.9613563,4.604327
3,1.3600818000000001,1.0976814,0.0,4.0134669999999995,3.3543718,0.0,0.0,4.966061,2.4999483,2.853167,2.4428709,3.9574945,4.8845095999999995,5.255236599999999,2.0721867,4.028707499999999,1.2660975,1.3406061000000002,2.2290359,2.5682428,10.460744,1.6901756999999997,0.0,3.5843818,0.9704424,1.7381916000000002,0.0,0.0,1.3696661,0.26175392,4.2302623,4.9955815999999995,3.9739682999999997,0.0,1.7960831000000002,2.7784674,0.65293235,2.0571985,0.0,2.5248027000000004,6.5120697,0.0,3.1908947999999997,2.5282497000000004,0.0,2.6388667000000003,1.5568712,4.0135584,0.0,1.1741663,0.0,1.138603,4.251580000000001,0.0,1.4956739,1.1319042,4.8617042999999995,2.4865654,4.352368,5.008826,4.570316,1.819968,1.8787744999999998,3.0738838,8.949257000000001,7.2886057,10.063115,5.7052846,5.378144,0.0,13.804504999999999,0.0,2.8496912,24.209919,1.1064076,1.754471,10.469267,2.2093976000000004,10.231674,1.7112657,5.2766385,7.8789916,0.0,2.4124012,7.9724975,0.0,0.0,5.2862387,3.9833496,5.726513400000001,9.259569,0.0,0.0,6.8028865000000005,0.0,13.310863500000002,5.0660315,14.805620000000001,0.0,0.0,0.0,5.233036,5.596168,10.982589,13.975845000000001,24.437464000000002,21.498856,0.0,10.217478,15.46507,0.5169242000000001,10.673997
3,1.7330055,0.031423025,0.0,4.0559745000000005,2.5349597999999998,0.8512052,0.0,4.196166000000001,2.746881,2.4958099999999996,0.16497526,3.179037,2.8135632999999998,3.2231042000000003,0.82699937,2.4357166,1.2567948999999998,0.55802226,1.4906761999999998,1.3196709999999998,6.6905149999999995,0.8257462,0.0,3.4622222999999996,0.95723784,1.4819741000000002,0.41596845,0.0,0.7957015000000001,1.169545,2.5121036,3.850488,1.6698229,0.0,0.13068956,1.295669,1.2236953000000002,0.35511875,0.0,1.2070813999999999,4.0323224,0.0,1.4345196000000002,2.5262314999999997,0.0,3.1002574000000003,0.09937577,2.7478323,0.0,1.2881181000000002,0.0,1.6287489,2.3712058,0.0,0.8938068000000001,1.0742087,3.039039,2.0383918000000003,2.2829154,3.6347077000000003,2.9709542,0.8805601000000001,2.0124462,2.2917813999999996,4.688400700000001,7.911263000000001,6.5745015,2.654599,4.7194796,0.0,9.765559,0.24920551,1.1386023,15.652809,0.0,1.6689648999999998,8.229577,2.4503775,6.2212176,3.4934502,5.604612,7.0429225,0.0,0.16451496,5.028765,0.8111121,0.0,1.9099369,2.9828827,4.719778,6.3623199999999995,0.0,0.0,3.2837622000000004,0.0,7.4701614,4.1409864,9.793903,0.0,0.0,0.0,7.6191770000000005,0.7020781,6.1185913,5.009305,17.952688000000002,15.826498999999998,0.0,6.507184,8.1697445,0.0,7.9062467000000005
